,warehouse_1,warehouse_2,warehouse_3,warehouse_4,warehouse_5,warehouse_6,warehouse_7,warehouse_8,warehouse_9,warehouse_10,warehouse_11,warehouse_12,warehouse_13
product_459,0,0,49,0,0,0,0,0,0,26,106,0,0
product_460,0,0,0,0,0,0,0,0,0,0,0,1,0
product_461,0,0,0,0,0,0,0,0,7,0,0,0,0
product_462,0,1,0,0,0,0,0,0,0,30,0,1,0
product_463,0,0,0,0,47,0,0,0,0,0,0,0,0
product_464,0,0,0,0,3,1,0,0,4,0,3,0,0
product_465,0,0,7,0,46,39,0,0,14,1,82,0,0
product_466,0,0,0,0,0,31,0,0,0,0,0,0,0
product_467,77,0,0,0,0,172,0,0,0,0,0,0,0
product_468,0,0,0,437,0,358,1,0,0,101,0,0,0
product_469,0,0,0,1,0,1,0,0,0,0,0,0,0
product_470,1,1,228,1,97,0,0,0,0,1,0,1,0
product_471,0,0,20,1,0,24,0,0,0,0,0,0,0
product_472,0,0,0,0,49,0,0,0,0,0,0,0,0
product_473,0,0,0,47,0,0,0,0,15,0,0,0,0
product_474,0,0,14,0,2,8,0,0,0,0,0,0,0
product_475,0,0,1,1,155,2,0,0,0,0,0,2,0
product_476,1,1,0,82,292,0,0,0,233,35,0,0,0
product_477,0,3,24,0,0,6,0,0,6,16,0,0,0
product_478,107,209,4,0,8,46,1,6,57,60,1386,0,0
product_479,1,1,0,0,14,0,0,0,162,0,26,0,0
product_480,0,0,0,19,0,11,0,0,0,21,0,0,0
product_481,0,0,22,0,0,227,0,0,0,15,1,0,0
product_482,48,9,0,0,0,26,0,0,5,12,0,0,0
product_483,0,0,0,0,56,0,0,0,24,0,1,0,0
product_484,15,20,0,0,0,1,1,0,0,45,64,0,0
product_485,25,0,12,13,0,13,0,0,0,13,0,0,0
product_486,0,0,8,0,6,1,0,0,0,7,73,0,0
product_487,1,0,27,0,89,0,0,0,0,0,0,0,0
product_488,0,0,0,0,0,0,0,74,0,0,0,66,29
product_489,0,0,22,0,0,3,0,0,0,14,7,1,0
product_490,0,0,1,0,1,39,0,0,0,29,0,0,0
product_491,0,0,0,0,0,0,0,54,0,0,0,0,0
product_492,0,0,0,7,0,0,0,0,0,10,0,0,0
product_493,0,0,0,0,1,0,0,0,0,167,0,0,0
product_494,0,1,1,1,0,12,0,0,1,0,0,0,0
product_495,0,0,3,0,0,3,0,0,0,0,3,0,0
product_496,0,0,8,0,17,18,1,0,13,19,13,0,0
product_497,0,0,2,1,1,0,0,0,0,8,0,0,0
product_498,0,0,0,0,1,6,0,0,3,0,6,0,0
product_499,1,1,352,0,1084,1,0,0,1,0,652,0,0
product_500,0,1,0,0,0,0,0,0,0,0,0,0,0
product_501,0,0,1,0,9,2,0,0,28,218,101,0,0
product_502,0,0,0,0,0,0,0,0,0,0,8,0,0
product_503,0,0,9,0,0,0,0,0,6,3,0,0,0
product_504,1,1,259,1,237,286,0,0,0,187,0,1,0
product_505,0,0,1,0,2,0,0,72,13,27,3,0,0
product_506,0,0,0,0,0,21,0,0,0,0,0,0,0
product_507,0,7,0,0,0,0,0,0,0,0,1,0,0
product_508,0,0,0,0,0,0,0,0,0,259,0,0,0
product_509,0,53,0,0,0,6,0,0,0,171,0,0,0
product_510,76,0,0,0,0,0,0,0,0,0,0,223,0
product_511,0,0,0,0,0,0,0,0,0,0,0,8,0
product_512,7,73,0,1,0,1,0,0,17,37,4,1,0
product_513,0,1,0,1,0,16,0,0,3,0,0,0,0
product_514,0,0,41,0,0,18,0,0,0,1,1,0,0
product_515,0,0,7,0,0,0,0,0,91,1,0,0,0
product_516,0,0,37,0,117,70,0,0,79,20,312,0,0
product_517,0,0,0,40,0,3,0,0,62,32,0,0,0
product_518,0,0,0,0,0,3,0,0,0,0,0,0,0
product_519,1,0,0,1,137,161,0,0,0,1,192,0,0
product_520,23,15,16,0,3,0,0,0,0,6,4,0,0
product_521,1,1,1,0,0,61,0,0,0,0,0,0,0
product_522,0,0,0,0,12,232,0,0,0,1,2,0,0
product_523,1,49,17,1,3,202,0,0,38,17,31,1,0
product_524,23,52,92,1,0,143,1,0,27,1,1,1,0
product_525,0,0,0,0,0,0,0,0,0,0,0,252,0
product_526,0,0,0,0,0,4,0,0,0,0,0,0,0
product_527,1,1,73,1,3,1592,0,0,1428,816,60,1,0
product_528,0,0,0,0,0,232,0,0,0,0,0,0,0
product_529,11,132,3,1,6,10,3,1,1,1,5,501,0
product_530,1,1,5,1,4,0,0,0,0,1,1,0,0
product_531,1,8,1,0,56,1,1,1,266,6,16,1,0
product_532,0,1,0,0,18,18,0,0,0,8,0,0,0
product_533,0,0,0,0,0,0,0,0,0,0,0,140,0
product_534,1,465,0,1,267,1,0,0,509,1,4,1,0
product_535,503,1,379,1,842,47,0,0,1,458,971,1,0
product_536,0,0,0,0,0,1,0,0,0,0,1,0,0
product_537,1,0,0,1,0,1,0,0,25,0,3,0,0
product_538,118,97,1265,1,329,985,0,0,0,171,804,0,0
product_539,0,0,0,0,0,7,0,0,0,0,0,0,0
product_540,1,1,0,1,0,27,0,0,0,0,42,0,0
product_541,0,0,46,1,17,9,0,0,1,1,5,0,0
product_542,0,0,0,1,0,0,0,0,52,1,0,0,0
product_543,0,14,0,0,0,0,0,0,0,0,0,40,0
product_544,0,0,0,0,0,7,0,0,0,0,0,0,0
product_545,0,1,2,1,0,0,0,0,0,5,0,0,0
product_546,0,1,0,1,0,38,0,0,1,0,0,0,0
product_547,0,0,0,40,0,0,0,0,0,0,0,0,0
product_548,7,215,3,0,5,65,0,2,0,114,0,0,0
product_549,1,0,75,1,0,75,0,0,0,0,0,0,0
product_550,1,217,0,1,97,0,0,0,0,1,8,1,0
product_551,1,23,0,28,64,1,0,0,29,62,25,0,0
product_552,0,0,0,0,0,0,0,0,1,0,0,0,0
product_553,0,0,0,0,0,31,0,0,0,0,3,0,0
product_554,0,0,1,1,1,2,0,0,0,0,0,0,0
product_555,8,0,0,0,0,0,0,0,0,29,94,0,0
product_556,1,0,136,1,144,0,1,0,90,0,31,1,0
product_557,0,0,0,0,0,0,0,0,19,9,2,0,0
product_558,0,0,62,0,29,6,0,0,0,74,0,0,0
product_559,0,0,3,0,3,49,0,1,1,83,4,0,0
product_560,0,0,0,0,528,0,0,0,0,0,165,88,0
product_561,1,35,90,1,49,24,0,0,190,121,80,0,0
product_562,0,0,0,0,0,42,0,0,0,0,0,0,0
product_563,0,1,11,0,0,0,0,0,0,26,0,0,0
product_564,2,1,0,0,5,0,1,0,16,11,4,1,0
product_565,0,0,0,0,0,9,0,0,0,0,0,0,0
product_566,0,1,0,7,0,46,0,0,0,1,0,0,0
product_567,0,0,465,0,263,184,0,0,0,77,0,0,0
product_568,0,1,0,1,1,0,0,0,0,0,0,11332,0
product_569,0,0,13,0,2,2,0,0,0,0,15,0,0
product_570,0,0,0,0,0,0,0,0,8,0,0,0,0
product_571,1,0,0,0,0,0,0,0,51,1,2,0,0
product_572,0,0,0,0,0,32,0,0,0,0,9,0,0
product_573,0,0,0,0,3,0,0,0,0,0,0,0,0
product_574,0,0,94,1,0,73,0,0,0,0,0,0,0
product_575,1,1,0,0,8,0,0,0,108,90,91,1,0
product_576,28,0,94,0,0,94,0,0,0,0,0,1,0
product_577,49,1072,427,2,0,120,0,0,0,72,8,1,0
product_578,0,5,0,0,0,2,0,0,0,0,0,0,0
product_579,0,0,0,26,0,0,0,0,0,0,0,0,0
product_580,0,0,36,0,0,0,0,0,0,13,1,0,0
product_581,1,1,0,0,1,0,0,1,0,0,0,1,3
product_582,0,30,1,0,1,2,0,0,1,1,1,0,0
product_583,0,0,0,1,8,0,0,0,42,0,19,0,0
product_584,0,0,0,125,0,84,0,0,0,112,0,0,0
product_585,0,0,0,0,0,14,0,0,0,0,0,0,0
product_586,0,0,0,0,0,116,0,0,0,150,0,0,0
product_587,0,0,0,0,2,0,0,0,0,0,0,0,0
product_588,249,902,156,25,926,792,2,1,126,140,831,0,0
product_589,1,0,1,1,0,0,0,0,0,0,0,0,0
product_590,96,1,0,1,0,191,0,0,0,1,0,0,0
product_591,0,0,9,0,0,14,0,0,0,8,0,0,0
product_592,0,0,0,0,0,0,0,0,13,1,2,0,0
product_593,1,0,0,1,0,0,0,0,217,116,0,1,0
product_594,1,0,0,0,0,10,0,0,3,0,0,0,0
product_595,0,0,0,0,36,5,0,0,29,0,0,0,0
product_596,87,11,593,1,91,8,29,1,126,209,24,2,0
product_597,0,66,7,0,11,10,0,0,0,10,13,0,0
product_598,14,0,0,0,0,17,0,0,12,4,1,0,0
product_599,1,1,114,1,9,28,0,0,0,0,48,0,0
product_600,0,0,1,0,2,0,0,0,0,7,11,0,0
product_601,1,1,0,0,1,0,0,0,120,1,10,1,0
product_602,0,0,0,70,0,0,0,0,0,0,0,345,0
product_603,119,0,0,0,0,58,0,0,0,0,0,0,0
product_604,0,1,0,0,0,44,0,0,0,0,0,0,0
product_605,0,0,9,0,0,24,0,0,0,0,0,0,0
product_606,0,0,2,0,0,0,0,0,0,1,0,0,0
product_607,0,0,0,0,22,0,0,0,0,0,0,0,0
product_608,0,0,0,0,2,0,0,0,0,1,1,0,0
product_609,0,17,0,0,0,0,1,0,0,65,0,0,0
product_610,0,1,0,0,0,0,0,0,0,0,0,2,0
product_611,42,0,83,0,4,42,0,2,114,137,8,0,0
product_612,27,4,0,0,0,0,0,0,0,28,0,0,0
product_613,0,1,17,1,0,12,0,0,12,0,1,0,0
product_614,0,0,0,0,5,0,0,0,0,0,0,0,0
product_615,0,1,37,0,1,24,0,0,0,0,12,0,0
product_616,0,1,24,0,3,0,0,0,2,10,8,0,0
product_617,1,4,139,1,16,8,1,0,131,120,1,1,0
product_618,1,1,0,1,89,6,0,0,7,0,4,1,0
product_619,0,0,0,0,1,1,0,0,0,0,0,0,0
product_620,0,0,38,0,0,0,0,0,0,0,0,0,0
product_621,0,1,0,0,0,0,0,25,0,0,0,27,1
product_622,137,1,175,1,18,1,0,0,1118,637,276,1,0
product_623,197,0,46,42,77,15,0,0,16,50,0,1,0
product_624,0,0,0,6,0,44,0,0,0,9,1,0,0
product_625,1,0,0,4,5,15,0,0,0,16,0,0,0
product_626,1,0,1,1,2,10422,0,0,0,0,0,0,0
product_627,50,305,0,0,0,55,0,53,27,1,67,0,0
product_628,0,0,2,0,4,3,0,0,0,0,11,0,0
product_629,0,0,0,0,0,33,0,0,0,0,0,0,0
product_630,1,1,0,0,0,17,0,0,0,0,0,0,0
product_631,0,0,0,0,3,3,0,0,0,5,0,0,0
product_632,1,0,0,0,0,36,0,0,0,68,0,0,0
product_633,0,1,0,0,1,14,0,0,0,0,2,0,0
product_634,7,1238,1,1,5,6,0,0,384,1,1,1,0
product_635,0,0,160,0,0,14,0,41,7,33,39,0,0
product_636,0,0,7,0,25,11,0,0,0,0,0,0,0
product_637,0,37,0,0,0,0,0,0,0,0,0,428,0
product_638,0,0,0,0,0,0,0,0,3,28,0,0,0
product_639,0,485,0,0,11,6,0,0,0,5,0,8,0
product_640,5,5,564,4,1,200,5,0,0,185,1453,1,0
product_641,1,0,0,0,0,0,0,0,0,2,0,0,0
product_642,0,1,0,0,0,8,0,0,12,1,12,0,0
product_643,0,0,3,0,0,1,0,0,0,0,11,0,0
product_644,0,0,2,0,2,0,0,0,6,0,7,1,0
product_645,0,0,0,0,0,13,0,0,0,0,0,0,0
product_646,0,1,4,0,0,11,0,0,0,0,0,0,0
product_647,0,0,0,6,0,0,0,0,0,1,0,0,0
product_648,0,22,0,0,1,10,0,0,0,0,0,0,0
product_649,1,20,233,1,539,430,0,0,165,385,0,1,0
product_650,0,0,0,0,1,0,0,0,0,39,0,0,0
product_651,0,0,0,0,0,8,0,0,0,0,0,1,0
product_652,8,0,1,0,1,0,0,0,0,11,11,0,0
product_653,44,0,18,9,0,0,0,0,0,8,0,0,0
product_654,0,0,1,0,2,0,0,0,0,0,0,0,0
product_655,0,1,47,0,0,10,0,0,0,28,0,1,0
product_656,0,0,0,0,0,0,0,0,1,0,0,0,0
product_657,0,489,0,0,0,0,0,1,0,0,0,485,0
product_658,1,0,117,0,0,33,0,0,0,82,84,0,0
product_659,8,0,1,0,1,0,0,0,0,1,1,1,0
product_660,49,0,2,30,0,1,0,0,0,13,0,0,0
product_661,0,7,0,0,0,0,1,0,0,0,0,205,5
product_662,0,0,0,0,0,0,0,0,0,0,1,0,0
product_663,0,0,0,0,0,0,0,0,0,20,0,0,0
product_664,61,0,0,7,39,86,0,0,92,35,0,1,0
product_665,13,0,1,0,1,244,0,0,0,0,1,0,0
product_666,1,19,10,0,0,261,0,0,0,123,1,0,0
product_667,0,0,0,0,0,0,0,0,0,0,0,1,0
product_668,0,0,0,0,0,0,0,2,0,0,0,4,0
product_669,0,0,0,0,19,0,0,0,1,3,3,0,0
product_670,4,124,4,0,3,3,1,0,184,1120,302,0,0
product_671,1,0,90,1,53,3,0,0,28,17,26,1,0
product_672,93,1,1,0,5,6,0,6,450,72,86,0,0
product_673,0,0,0,0,2,13,0,0,0,0,0,240,0
product_674,0,3,1,0,1,4,0,0,0,3,2,165,0
product_675,37,0,70,0,128,4,0,0,0,76,5,0,0
product_676,0,1,151,1,34,0,0,0,0,1,0,1,0
product_677,7,0,1,0,2,0,0,0,88,11,0,0,0
product_678,0,1,1,0,1,0,0,0,43,306,28,1,0
product_679,0,8,10,0,12,17,0,0,0,11,3,0,0
product_680,0,0,0,44,0,17,0,0,0,32,0,0,0
product_681,0,0,0,26,0,0,0,0,0,0,0,0,0
product_682,1,1,59,89,108,152,0,0,0,0,0,0,0
product_683,1,143,1,1,2,3,1,1,1738,0,1,1,1
product_684,0,0,0,0,0,3,0,0,0,2,0,0,0
product_685,224,20,1,0,0,73,0,0,0,0,1,0,0
product_686,0,0,31,0,25,40,0,0,12,0,0,0,0
product_687,1,51,441,2,115,32,0,0,857,34,120,1,0
product_688,11,0,0,0,2,2,0,0,19,23,0,0,0
product_689,1,0,5,1,1,1,0,0,0,0,0,0,0
product_690,1,1,111,0,26,1,0,0,267,0,145,0,0
product_691,181,1,0,1,55,3,0,0,273,1,214,1,0
product_692,0,0,0,0,30,0,0,0,0,0,0,1,0
product_693,1,3,81,229,27,0,0,0,158,41,1,0,0
product_694,0,0,0,0,0,4,2,0,0,0,0,0,0
product_695,1,1,3,1,0,4,0,0,0,0,0,1,0
product_696,42,1,59,1,0,0,0,0,43,1,0,1,0
product_697,1,0,41,0,78,0,0,0,40,0,110,0,0
product_698,0,0,0,0,0,0,0,1,0,0,0,55,0
product_699,0,0,2,0,0,0,0,0,0,19,1,0,0
product_700,0,0,0,16,0,0,0,0,0,0,0,0,0
product_701,1,1,1,1,1,3,0,0,2,0,0,0,0
product_702,1480,1,0,0,0,1,0,0,1,1,0,1,0
product_703,1,0,18,1,0,6,0,0,15,0,0,0,0
product_704,1,1,43,1,36,30,0,0,0,30,43,3,0
product_705,0,0,0,1,0,71,0,0,0,0,1,0,0
product_706,0,0,0,0,1,0,1,0,0,0,0,0,0
product_707,3,8,1,4,0,87,1,0,0,4,1,2,0
product_708,0,0,3,1,1,1,0,0,2,0,0,0,0
product_709,0,0,0,0,0,0,0,0,51,0,0,0,0
product_710,0,0,1,0,0,0,0,0,0,2,0,0,0
product_711,0,0,0,1,0,0,0,0,0,0,0,0,0
product_712,0,0,0,1,0,0,0,0,0,0,0,0,0
product_713,1,7,0,0,147,0,0,0,80,157,0,1,0
product_714,1,0,261,0,5,1,0,0,0,78,188,0,0
product_715,0,0,0,0,0,0,0,0,0,4,0,0,0
product_716,0,1,0,0,0,0,0,1,0,0,0,156,30
product_717,0,0,0,1,0,3,0,0,0,0,0,1,0
product_718,0,0,0,0,33,20,0,0,0,0,5,0,0
product_719,31,0,0,0,0,2,0,0,0,10,0,0,0
product_720,39,1,0,1,0,4,0,0,0,9,0,0,0
product_721,0,0,0,0,74,0,0,0,0,0,0,0,0
product_722,219,597,3,0,1,290,0,0,6,1,3869,0,0
product_723,0,1,27,9,12,0,0,0,35,20,44,0,0
product_724,1,0,117,0,25,149,1,0,0,117,0,169,0
product_725,108,179,238,0,71,87,0,0,532,0,56,1,0
product_726,0,0,0,17,0,38,0,0,0,21,0,0,0
product_727,0,0,0,87,0,1,0,0,0,221,0,0,0
product_728,0,0,0,55,0,0,0,0,0,0,0,0,0
product_729,0,121,0,0,19,25,0,0,0,6,12,1,0
product_730,0,0,0,0,0,4,0,0,0,0,0,0,0
product_731,0,0,3,0,0,1,0,0,0,0,0,0,0
product_732,0,0,0,1,0,0,1,0,289,228,0,0,0
product_733,0,0,9,0,6,19,0,0,0,0,37,0,0
product_734,0,1,0,0,25,5,0,0,40,10,84,0,0
product_735,0,1,0,0,0,1,0,0,19,0,13,1,0
product_736,0,0,0,1,0,0,0,0,0,176,0,0,0
product_737,0,0,0,0,0,20,0,0,0,0,0,0,0
product_738,238,28,343,0,421,31,1,0,7,57,195,1,0
product_739,1,0,1155,2,1,865,1,0,152,223,3,0,0
product_740,1,1,34,2,152,58,0,0,105,112,55,1,0
product_741,1,1,0,0,0,0,0,0,124,5,29,1,0
product_742,0,1,1,0,0,0,0,0,0,39,0,0,0
product_743,0,0,0,0,0,1,0,0,51,1,37,1,0
product_744,20,14,38,8,22,89,3,0,10,1,66,0,0
product_745,0,10,6,1,0,14,0,0,1,1,0,0,0
product_746,59,1,0,1,0,6,0,0,45,51,70,1,0
product_747,13,1,305,3,403,350,0,0,388,597,1654,1,0
product_748,13,0,0,0,24,33,0,0,0,0,0,0,0
product_749,198,1,4,0,18,13,0,0,0,1,13,0,0
product_750,0,0,0,0,1,0,0,0,944,0,3,0,0
product_751,17,13,54,0,1116,193,0,0,918,3537,26,0,0
product_752,0,0,0,0,0,0,0,0,0,29,0,1,0
product_753,0,38,142,0,1286,1,0,0,224,167,1,0,0
product_754,0,0,0,7,0,0,0,0,3,8,0,0,0
product_755,0,0,0,4,0,0,0,0,0,4,0,0,0
product_756,1,9,0,6,18,12,0,0,158,0,24,1,0
product_757,0,0,0,0,0,4,0,0,0,0,0,0,0
product_758,0,1,0,0,0,0,0,0,0,37,0,0,0
product_759,34,1,1,0,0,263,0,0,0,439,112,0,0
product_760,0,0,0,11,0,0,0,0,0,16,0,0,0
product_761,0,0,0,0,0,1,0,0,0,0,0,0,0
product_762,0,0,0,1,1,1,0,0,0,0,3,1,0
product_763,52,0,0,80,0,485,0,0,0,268,0,0,0
product_764,0,0,1,1,5,0,0,0,9,5,1,0,0
product_765,0,0,0,0,1,0,0,0,0,1,0,0,0
product_766,1,1,24,1,166,43,1,0,95,42,223,0,0
product_767,0,0,1,0,1,0,2,0,38,29,1,0,0
product_768,0,0,5,0,11,2,0,0,4,4,6,0,0
product_769,0,0,0,2,0,0,0,0,0,25,2,4,0
product_770,38,0,0,56,0,97,0,0,0,36,0,0,0
product_771,0,12,0,1,0,7,0,0,0,1,0,0,0
product_772,0,1,95,105,0,0,0,0,113,55,37,0,0
product_773,0,1501,2235,0,0,3,0,0,0,0,2,1,0
product_774,1,0,1,0,26,4,1,0,8,1,41,0,0
product_775,0,0,0,0,0,1,0,0,0,0,4,0,0
product_776,0,0,0,3,0,7,0,0,0,5,0,0,0
product_777,0,1,1,0,70,0,0,0,3,1,0,0,0
product_778,0,0,1,0,40,0,0,0,83,0,0,0,0
product_779,0,0,0,0,13,0,0,0,8,0,0,0,0
product_780,0,0,1,0,70,0,0,0,73,67,0,0,0
product_781,0,0,0,0,15,7,0,0,0,6,0,0,0
product_782,0,0,0,0,0,281,0,0,0,0,0,0,0
product_783,0,1409,0,0,0,0,1,13,0,0,0,625,0
product_784,0,0,0,5,0,0,0,0,1,0,0,2334,0
product_785,0,0,0,23,0,0,0,0,0,0,0,0,0
product_786,0,0,0,0,0,0,0,0,0,7,0,0,0
product_787,1,0,0,1,0,46,0,0,0,97,50,1,0
product_788,0,0,94,0,0,231,0,0,0,0,0,1,0
product_789,1,1,0,1,201,0,0,0,80,1,1,0,0
product_790,0,0,1,0,1,1,0,0,0,1,0,0,0
product_791,0,1,0,0,0,81,0,0,0,0,1,0,0
product_792,35,249,1,15,620,271,1,0,574,310,865,1,0
product_793,1,0,17,89,17,18,0,0,0,0,99,1,0
product_794,1,0,435,1,84,0,0,0,878,0,187,1,0
product_795,0,0,0,0,0,6,0,0,21,10,61,0,0
product_796,0,0,0,27,0,0,0,0,0,0,0,0,0
product_797,96,372,170,49,227,30,1,0,160,405,0,1,0
product_798,1,0,854,3,785,1157,0,0,526,43,0,1,0
product_799,0,0,0,0,0,1,0,0,141,5,0,0,0
product_800,0,0,0,1,2,1,0,0,0,0,0,0,0
product_801,0,0,0,0,9,0,0,0,0,0,0,0,0
product_802,0,0,0,0,0,0,10,1808,0,0,0,0,0
product_803,8,0,3,0,1,5,0,0,1,1,0,393,0
product_804,7,35,14,0,1,97,0,0,12,1,22,0,0
product_805,34,4,21,55,79,235,0,1,1057,55,613,1,0
product_806,38,1,66,0,1,13,0,0,0,0,92,0,0
product_807,0,0,0,0,0,80,0,0,0,0,0,0,0
product_808,245,0,0,1,0,0,0,0,0,0,0,42,0
product_809,0,1,0,0,1,2,0,0,0,0,1,0,0
product_810,0,0,1,0,1670,1829,0,0,0,0,0,0,0
product_811,25,0,58,1,0,1854,0,0,0,0,0,0,0
product_812,1,0,216,1,5,0,0,0,91,191,1,1,0
product_813,3,0,8,0,0,0,0,0,1,20,0,0,0
product_814,1,1,1,0,3,0,0,0,1,11,0,0,0
product_815,1,2,0,0,337,1,1,0,0,0,0,1,0
product_816,41,1,0,1,0,167,1,0,23,119,95,0,0
product_817,69,22,40,1,144,25,1,0,22,29,61,1,0
product_818,166,0,53,0,50,0,0,0,1,9,26,1,0
product_819,49,1,0,1,49,4,0,0,147,17,74,1,0
product_820,0,4,0,1,0,0,1,0,6,29,0,0,0
product_821,1,31,0,0,10,8,0,0,176,10,81,0,0
product_822,0,0,135,1,0,38,0,0,490,0,63,0,0
product_823,101,1813,286,3,112,126,1,0,124,149,161,1178,0
product_824,0,0,0,0,1,0,0,0,0,4,0,0,0
product_825,21,1,20,21,76,58,0,0,14,105,59,1,0
product_826,0,0,0,0,0,4,0,0,49,1,4,0,0
product_827,0,1,0,0,10,0,0,0,13,0,0,0,0
product_828,126,1887,413,0,252,264,2,0,1360,110,1148,1,0
product_829,0,1,0,0,0,0,1,31,0,0,0,53,0
product_830,1,0,6,0,5,3,0,0,0,5,0,0,0
product_831,0,0,41,0,0,72,0,0,0,0,0,0,0
product_832,0,0,0,1,0,0,0,0,4,0,0,0,0
product_833,1,0,1,0,0,19,0,0,0,0,0,0,0
product_834,85,0,8,2,56,6,0,0,0,25,0,0,0
product_835,0,1,9,27,0,24,0,0,0,0,12,0,0
product_836,0,0,0,0,0,0,0,0,0,1,0,0,0
product_837,0,0,58,1,42,45,0,0,1,0,14,0,0
product_838,0,1,16,0,6,94,0,0,0,1,92,0,0
product_839,0,0,0,0,0,0,0,0,0,1,0,0,0
product_840,0,0,0,0,34,0,0,0,0,0,0,0,0
product_841,64,1,11,1,0,14,0,0,0,16,1,0,0
product_842,0,0,21,0,0,0,1,0,0,0,0,116,0
product_843,116,5684,1,323,1,1,1,1,1311,751,1,1,0
product_844,0,1,0,1,7,0,0,0,0,0,1,0,0
product_845,0,0,0,2,0,0,0,0,0,0,0,0,0
product_846,0,0,0,0,0,0,0,0,1,0,0,0,0
product_847,1,58,0,0,16,96,0,0,164,534,0,0,0
product_848,20,1,3,0,0,0,0,0,52,79,1,0,0
product_849,0,0,1,0,3,0,0,0,0,0,1,0,0
product_850,1,1,0,0,0,15,0,0,56,0,54,0,0
product_851,1,1,0,1,0,30,0,0,0,30,0,0,0
product_852,0,0,3,0,7,16,0,0,1,0,23,0,0
product_853,0,0,0,0,12,0,0,0,0,0,0,0,0
product_854,0,0,1,0,1,0,0,0,11,1,1,0,0
product_855,0,0,0,0,0,0,0,0,0,34,0,0,0
product_856,3,1,0,0,0,0,0,0,32,0,5,0,0
product_857,71,0,68,48,155,29,1,0,127,47,181,1,0
product_858,0,1,0,0,0,0,0,885,0,0,0,0,308
product_859,1,0,0,0,0,78,0,0,0,0,7,0,0
product_860,0,0,0,53,0,0,0,0,0,66,0,0,0
product_861,1,1,0,1,125,0,0,0,0,1,0,1,0
product_862,1,16,48,5,4,585,3,0,488,10,510,1,0
product_863,1,1,0,0,7,0,0,0,3,0,0,0,0
product_864,1,0,0,0,1,0,0,36,0,16,17,0,0
product_865,0,17,0,0,0,1,0,0,0,1,0,0,0
product_866,13,23,0,0,0,10,0,0,0,0,0,0,0
product_867,0,0,1,43,0,7,0,0,0,27,0,0,0
product_868,0,0,0,2,0,0,0,0,6,37,0,0,0
product_869,1,0,1,3,1,0,0,0,0,1,6,3,0
product_870,18,0,26,40,0,4,0,0,0,0,0,0,0
product_871,0,0,0,3,0,0,0,0,62,4,1,0,0
product_872,0,1,0,1,2,0,0,0,0,0,0,0,0
product_873,0,13,0,0,0,0,39,3,0,0,0,34,0
product_874,0,1,85,0,0,0,0,0,132,17,0,0,0
product_875,1,0,0,1,1,0,0,0,2043,1,32,0,0
product_876,14,0,0,1,0,2,0,0,4,0,14,0,0
product_877,1,0,0,1521,0,0,0,0,0,0,0,1,0
product_878,97,34,90,1,182,0,0,0,27,90,179,0,0
product_879,0,0,6,0,0,0,0,0,7,0,0,0,0
product_880,0,0,4,0,0,0,0,0,0,4,1,0,0
product_881,0,1,0,0,2,0,0,0,66,7,1,0,0
product_882,63,0,112,18,0,57,0,0,0,137,0,1,0
product_883,0,47,0,0,1,0,0,0,0,0,0,0,0
product_884,2,0,1,4,3817,4,0,0,0,0,3,1,0
product_885,2,0,0,1,0,3,0,0,0,0,0,0,0
product_886,0,0,1,0,0,1,0,0,0,0,2,0,0
product_887,18,0,0,0,0,2,0,0,0,0,0,0,0
product_888,63,1,0,1,143,0,0,0,70,1,42,1,0
product_889,49,1,145,0,77,13,0,0,103,35,97,0,0
product_890,1,0,0,1,0,12,0,0,40,12,0,0,0
product_891,20,24,14,4,198,604,0,0,293,68,0,1,0
product_892,0,0,0,0,3,0,0,0,0,0,0,0,0
product_893,23,9,0,0,1,0,0,0,0,0,0,0,0
product_894,0,0,0,0,0,31,0,0,0,0,0,0,0
product_895,0,0,72,0,0,9,0,0,13,0,1,0,0
product_896,0,0,108,0,80,75,0,0,9,57,45,0,0
product_897,0,0,0,0,0,0,0,0,0,22,0,0,0
product_898,0,0,0,0,0,0,0,257,0,0,0,0,86
product_899,1,0,0,1,43,0,0,0,0,0,20,1,0
product_900,0,1,0,0,4,1,0,0,3,15,1,0,0
product_901,2,121,5,0,7,9,0,0,0,1,0,488,0
product_902,802,137,1,287,210,369,0,0,2840,325,0,1,0
product_903,0,0,0,0,1,0,0,0,0,0,0,0,0
product_904,0,1733,0,0,0,0,4250,11345,0,0,0,0,1464
product_905,0,0,0,0,0,12,0,0,0,32,0,0,0
product_906,0,0,3,0,0,10,0,0,0,0,0,0,0
product_907,84,0,2,0,50,8,1,0,183,112,103,0,0
product_908,0,0,0,2,0,85,0,0,0,0,0,0,0
product_909,36,3,1,127,1,224,1,0,0,5,4,1,0
product_910,0,0,10,0,1,0,0,0,0,0,1,0,0
product_911,0,0,0,0,1,30,0,0,0,32,0,0,0
product_912,0,0,0,0,78,1,0,0,0,3,0,0,0
product_913,4,0,0,0,0,0,0,0,0,0,0,1,0
product_914,0,1,0,0,3,47,0,0,0,0,3,1,0
product_915,0,0,0,1,1,4,0,0,106,176,1,1,0
product_916,0,0,0,0,0,0,0,0,0,419,0,0,0
product_917,53,0,196,0,0,1,0,0,0,3417,0,429,0
product_918,0,0,0,0,0,0,0,0,0,1,2,1024,0
product_919,20,37,67,21,47,52,1,0,198,26,67,1,0
product_920,0,80,0,0,0,0,0,0,0,854,0,361,0
